atclNo,cortarNo,atclNm,latitude,longitude,realEstateTypeCode,realEstateTypeName,tradeTypeName,tradeTypeCode,atclCfmYmd,totalDongCount,totalHouseholdCount,floorAreaRatio,minArea,maxArea,representativeArea,spc1,spc2,spc1_pyeong,spc2_pyeong,direction,flrInfo,tagList,atclFetrDesc,rltrNm,cpNm,directTradYn,etRoomCnt,minMviFee,maxMviFee,sameAddrCnt,priceCount,isPresales,photoCount,dealCount,leaseCount,rentCount,shortTermRentCount,totalArticleCount,existPriceTab,isComplexTourExist,매매가,보증금,월세,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매유형,지하철역명,지하철_거리_미터,지하철_도보_분,초등학교,중학교,고등학교,구,동,매물유형,수집시간,단지명_정규화_단지정보,단지코드_단지정보,시군구_단지정보,세대수_단지정보,사용승인일_단지정보,법정동주소_단지정보,동수_단지정보,분양형태_단지정보,단지코드,시군구,세대수,사용승인일,법정동주소,동수,분양형태
2553248430,1168010600,빌라,37.498571,127.056733,C02,빌라,월세,B2,25.10.02.,0,0,0,0,0,0,30,26.54,9.07,8.03,동향,3월 5일,"['25년이내', '융자금없는', '역세권']","주차차단기있는 편리한주차 넓은 분리형원룸,한티역 도보4분",대치동부동산중개,매경부동산,N,0,0,0,4,0,False,0,0,0,0,0,0,False,False,2000,0,73,2000,2000,0,0,73,73,"매매, 월세",한티역수인분당선,422,6,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553181719,1168010600,빌라,37.502755,127.050442,C02,빌라,월세,B2,25.10.02.,0,0,0,0,0,0,51,42.58,15.43,12.88,남서향,3월 5일,"['25년이내', '올수리', '역세권']",올수리 싱크교체 깔끔한2룸 에어컨2대 인덕션 정남향신혼부부 추천매물,한국공인중개사사무소,부동산뱅크,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,4000,0,91,4000,4000,0,0,91,91,"매매, 월세",선릉역2호선,233,3,"서울도성초등학교, 서울도곡초등학교","진선여자중학교, 역삼중학교, 단국대학교사범대학 부속중학교","진선여자고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553175863,1168010600,다가구,37.505015,127.059179,C03,단독/다가구,월세,B2,25.10.02.,0,0,0,0,0,0,139,139.0,42.05,42.05,남동향,3월 3일,"['25년이상', '화장실세개', '대형평수']","주인직매물 방5, 거실2, 화장실3개 3층4층 옥상 단독사용",한국공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,10000,0,480,10000,10000,0,0,480,480,"매매, 월세",삼성역2호선,542,8,"서울대현초등학교, 서울도곡초등학교, 서울도성초등학교","대명중학교, 휘문중학교, 진선여자중학교",휘문고등학교,강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553135728,1168010600,다가구,37.502024,127.057248,C03,단독/다가구,월세,B2,25.10.02.,0,0,0,0,0,0,39,39.0,11.8,11.8,남향,4월 6일,"['10년이내', '화장실한개', '소형평수']",신축급 넓은 원거실  원룸 풀옵션  주차 무료한대  거실대,한국공인중개사사무소,부동산뱅크,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,170,1000,1000,0,0,170,170,"매매, 월세",한티역수인분당선,744,11,"서울도곡초등학교, 서울대현초등학교, 서울도성초등학교","휘문중학교, 대명중학교, 단국대학교사범대학 부속중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553126060,1168010600,다가구,37.49912,127.059346,C03,단독/다가구,월세,B2,25.10.02.,0,0,0,0,0,0,65,56.2,19.66,17.0,남서향,2월 3일,"['25년이상', '방세개', '화장실한개']",은마 4거리 유명 학원가 인근 깔끔한 3룸 주차가능,한국공인중개사사무소,부동산뱅크,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,3000,0,150,3000,3000,0,0,150,150,"매매, 월세",대치역3호선,616,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553122095,1168010600,다가구,37.497594,127.055159,C03,단독/다가구,월세,B2,25.10.02.,0,0,0,0,0,0,36,27.0,10.89,8.17,남향,4월 6일,"['25년이내', '역세권', '소형평수']",,한국공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,2000,0,70,2000,2000,0,0,70,70,"매매, 월세",한티역수인분당선,246,3,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 숙명여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553136610,1168010600,다가구,37.499502,127.053593,C03,단독/다가구,전세,B1,25.10.02.,0,0,0,0,0,0,128,115.0,38.72,34.79,남향,고/4,"['25년이상', '역세권', '방세개']",도곡초인근 넓은 3룸2욕실 탁트인공간 주차가능,한국공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,75000,0,0,75000,75000,0,0,0,0,매매,한티역수인분당선,362,5,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 진선여자중학교, 역삼중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 진선여자고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553170995,1168010600,빌라,37.504767,127.059835,C02,빌라,전세,B1,25.10.02.,0,0,0,0,0,0,117,105.18,35.39,31.82,남향,3월 3일,"['25년이상', '올수리', '화장실두개']",휘문고인근 넓은 남향 3룸2욕실 아파트식 구조로 올수리 주차가능,한국공인중개사사무소,부동산뱅크,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,70000,0,0,70000,70000,0,0,0,0,매매,삼성역2호선,531,7,"서울대현초등학교, 서울도곡초등학교","휘문중학교, 대명중학교",휘문고등학교,강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553114975,1168010600,다가구,37.499149,127.052489,C03,단독/다가구,월세,B2,25.10.02.,0,0,0,0,0,0,80,70.0,24.2,21.18,남향,3월 5일,"['25년이내', '역세권', '방두개']",아파트형 구조 2룸 넓은거실 도곡초인근 에어컨과 각종 편의옵션,한국공인중개사사무소,부동산뱅크,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,10000,0,150,10000,10000,0,0,150,150,"매매, 월세",한티역수인분당선,320,4,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","역삼중학교, 진선여자중학교, 단국대학교사범대학 부속중학교","단국대학교사범대학부속고등학교, 진선여자고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553044223,1168010600,다가구,37.49884,127.058931,C03,단독/다가구,단기임대,B3,25.10.01.,0,0,0,0,0,0,30,15.0,9.07,4.54,남향,3월 5일,"['25년이내', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,85,1000,1000,0,0,85,85,"매매, 월세",한티역수인분당선,602,8,"서울도곡초등학교, 서울대곡초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553041957,1168010600,빌라,37.49956,127.059151,C02,빌라,월세,B2,25.10.01.,0,0,0,0,0,0,30,25.0,9.07,7.56,남향,1월 4일,"['25년이내', '1층', '화장실한개']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,500,500,50,500,500,500,500,50,50,"매매, 전세, 월세",한티역수인분당선,660,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2553043750,1168010600,다가구,37.499236,127.056249,C03,단독/다가구,전세,B1,25.10.01.,0,0,0,0,0,0,55,45.0,16.64,13.61,남향,B1/3,"['25년이상', '융자금없는', '역세권']",보안좋고 쾌적한 2룸반전세 학원가좋은집 가격대비최상급 강력추천함,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,12000,0,0,12000,12000,0,0,0,0,매매,한티역수인분당선,440,6,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2552745957,1168010600,다가구,37.500491,127.054852,C03,단독/다가구,월세,B2,25.09.30.,0,0,0,0,0,0,30,20.0,9.07,6.05,남향,2월 3일,"['25년이상', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,55,1000,1000,0,0,55,55,"매매, 월세",한티역수인분당선,498,7,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 진선여자중학교, 역삼중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 진선여자고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2552779537,1168010600,빌라,37.499277,127.057134,C02,빌라,월세,B2,25.09.30.,0,0,0,0,0,0,30,20.0,9.07,6.05,남향,1월 4일,"['25년이내', '1층', '화장실한개']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,50,1000,1000,0,0,50,50,"매매, 월세",한티역수인분당선,499,7,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 역삼중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2552514999,1168010600,빌라,37.499435,127.059215,C02,빌라,월세,B2,25.09.30.,0,0,0,0,0,0,24,19.75,7.26,5.97,북동향,4월 5일,"['25년이내', '화장실한개', '소형평수']",실 가성비 최고의 깨끗한 원룸. 즉시 입주 가능. 주차 가능. 풀옵션.,랜드공인중개사사무소,부동산써브,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,67,1000,1000,0,0,67,67,"매매, 월세",대치역3호선,652,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2552649297,1168010600,다가구,37.500383,127.052242,C03,단독/다가구,월세,B2,25.09.30.,0,0,0,0,0,0,30,20.0,9.07,6.05,남향,4월 6일,"['25년이내', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,60,1000,1000,0,0,60,60,"매매, 월세",한티역수인분당선,459,6,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","진선여자중학교, 역삼중학교, 단국대학교사범대학 부속중학교","진선여자고등학교, 단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2552202723,1168010600,다가구,37.49884,127.058931,C03,단독/다가구,단기임대,B3,25.09.29.,0,0,0,0,0,0,30,20.0,9.07,6.05,남향,3월 5일,"['25년이내', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,90,1000,1000,0,0,90,90,"매매, 월세",한티역수인분당선,602,8,"서울도곡초등학교, 서울대곡초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2552202155,1168010600,빌라,37.499969,127.056014,C02,빌라,월세,B2,25.09.29.,0,0,0,0,0,0,40,23.59,12.1,7.14,동향,2월 5일,"['2년이내', '세대분리', '소형평수']",보안좋고 쾌적한 신축거실있는분리형 풀옵션 학원가좋은집  가격대비최상급추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,2000,0,140,2000,2000,0,0,140,140,"매매, 월세",한티역수인분당선,492,7,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 진선여자중학교, 역삼중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2552074275,1168010600,다가구,37.498944,127.055674,C03,단독/다가구,전세,B1,25.09.26.,0,0,0,0,0,0,33,29.8,9.98,9.01,남향,2월 4일,"['25년이상', '융자금없는', '역세권']","넓은 분리형1룸or작은2룸 도곡초옆 ,주차불가",대치동부동산중개,매경부동산,N,0,0,0,3,0,False,0,0,0,0,0,0,False,False,14000,0,0,14000,14000,0,0,0,0,매매,한티역수인분당선,383,5,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2552131484,1168010600,다가구,37.498491,127.05624,C03,단독/다가구,월세,B2,25.09.26.,0,0,0,0,0,0,49,46.64,14.82,14.11,남향,2월 3일,"['25년이내', '융자금없는', '역세권']","도곡초옆 거실넓은2룸 주차가능,즉시입주가능",대치동부동산중개,매경부동산,N,0,0,0,2,0,False,0,0,0,0,0,0,False,False,4000,0,110,4000,4000,0,0,110,110,"매매, 월세",한티역수인분당선,382,5,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551516604,1168010600,빌라,37.498764,127.05756,C02,빌라,전세,B1,25.09.24.,0,0,0,0,0,0,55,40.0,16.64,12.1,남향,1월 4일,"['25년이내', '융자금없는', '역세권']",보안좋고 쾌적한 학원가좋은집  주차가능 대출가능 가격대비최상급추천,하나공인중개사사무소,한경부동산,N,0,0,0,2,0,False,0,0,0,0,0,0,False,False,27500,0,0,27500,27500,0,0,0,0,매매,한티역수인분당선,494,7,"서울도곡초등학교, 서울대도초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 역삼중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551516840,1168010600,다가구,37.499356,127.056926,C03,단독/다가구,전세,B1,25.09.24.,0,0,0,0,0,0,55,50.0,16.64,15.12,남향,2월 3일,"['25년이상', '화장실한개', '소형평수']",보안좋고 쾌적한 투룸 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,25000,0,0,25000,25000,0,0,0,0,매매,한티역수인분당선,492,7,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 역삼중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551559258,1168010600,상가주택,37.505432,127.058807,D05,상가주택,전세,B1,25.09.24.,0,0,0,0,0,0,49,27.4,14.82,8.29,남동향,4월 5일,"['25년이상', '올수리', '소형평수']",대치동 올수리로 깔끔한 초희귀 전세매물,하이엔드부동산중개법인주식회사,부동산뱅크,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,18000,0,0,18000,18000,0,0,0,0,매매,삼성역2호선,529,7,"서울대현초등학교, 서울도곡초등학교, 서울도성초등학교","대명중학교, 휘문중학교, 진선여자중학교",휘문고등학교,강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551516309,1168010600,빌라,37.498764,127.05756,C02,빌라,전세,B1,25.09.24.,0,0,0,0,0,0,55,40.0,16.64,12.1,남향,1월 4일,"['25년이내', '융자금없는', '역세권']",보안좋고 쾌적하며 조용한2룸 전세대출가능 학원가좋은집 강력추천매물,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,25000,0,0,25000,25000,0,0,0,0,매매,한티역수인분당선,494,7,"서울도곡초등학교, 서울대도초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 역삼중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551559735,1168010600,상가주택,37.505432,127.058807,D05,상가주택,전세,B1,25.09.24.,0,0,0,0,0,0,49,29.7,14.82,8.98,남동향,4월 5일,"['25년이상', '올수리', '소형평수']",대치동 올수리로 깔끔한 초희귀 전세매물,하이엔드부동산중개법인주식회사,부동산뱅크,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,18000,0,0,18000,18000,0,0,0,0,매매,삼성역2호선,529,7,"서울대현초등학교, 서울도곡초등학교, 서울도성초등학교","대명중학교, 휘문중학교, 진선여자중학교",휘문고등학교,강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551516039,1168010600,다가구,37.499983,127.0566,C03,단독/다가구,월세,B2,25.09.24.,0,0,0,0,0,0,55,50.0,16.64,15.12,남향,B1/3,"['25년이상', '화장실한개', '소형평수']",보안좋고 쾌적한 학원가좋은집 투룸 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,2000,0,60,2000,2000,0,0,60,60,"매매, 월세",한티역수인분당선,524,7,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 진선여자중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551515922,1168010600,다가구,37.500383,127.052242,C03,단독/다가구,월세,B2,25.09.24.,0,0,0,0,0,0,30,20.0,9.07,6.05,남향,4월 6일,"['25년이내', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,62,1000,1000,0,0,62,62,"매매, 월세",한티역수인분당선,459,6,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","진선여자중학교, 역삼중학교, 단국대학교사범대학 부속중학교","진선여자고등학교, 단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551516150,1168010600,다가구,37.498944,127.055674,C03,단독/다가구,전세,B1,25.09.24.,0,0,0,0,0,0,55,50.0,16.64,15.12,남향,2월 3일,"['25년이상', '역세권', '화장실한개']",보안좋고 쾌적한 투룸전세 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,14000,0,0,14000,14000,0,0,0,0,매매,한티역수인분당선,383,5,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2551191270,1168010600,빌라,37.498541,127.05234,C02,빌라,월세,B2,25.09.23.,0,0,0,0,0,0,65,55.23,19.66,16.71,남동향,4월 5일,"['25년이내', '역세권', '방두개']",,미라클알파부동산중개,매경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,10000,0,120,10000,10000,0,0,120,120,"매매, 월세",한티역수인분당선,255,3,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","역삼중학교, 단국대학교사범대학 부속중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 진선여자고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2550335023,1168010600,빌라,37.501281,127.055757,C02,빌라,월세,B2,25.09.18.,0,0,0,0,0,0,35,30.0,10.59,9.07,남향,B1/3,"['25년이상', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 단기임대 300에60가능함 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,55,1000,1000,0,0,55,55,"매매, 월세",한티역수인분당선,609,9,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 진선여자중학교, 휘문중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2550494689,1168010600,다가구,37.499602,127.052281,C03,단독/다가구,월세,B2,25.09.18.,0,0,0,0,0,0,40,32.0,12.1,9.68,북동향,B1/3,"['25년이상', '역세권', '화장실한개']",한티역도보권 시세대비 저렴 깔끔한 원룸 베란다 즉시입주,미라클알파부동산중개,매경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,800,800,60,800,800,800,800,60,60,"매매, 전세, 월세",한티역수인분당선,372,5,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","진선여자중학교, 역삼중학교, 단국대학교사범대학 부속중학교","진선여자고등학교, 단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2550290034,1168010600,다가구,37.50076,127.058944,C03,단독/다가구,월세,B2,25.09.17.,0,0,0,0,0,0,39,35.0,11.8,10.59,남향,B1/3,"['25년이상', '융자금없는', '화장실한개']","밝고 깨끗한 남향2룸 현재공실,주차불가 ",대치동부동산중개,매경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,2000,0,66,2000,2000,0,0,66,66,"매매, 월세",한티역수인분당선,728,10,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","휘문중학교, 단국대학교사범대학 부속중학교, 대명중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2550293363,1168010600,다가구,37.499693,127.052944,C03,단독/다가구,월세,B2,25.09.17.,0,0,0,0,0,0,35,31.0,10.59,9.38,남서향,B1/3,"['25년이상', '융자금없는', '역세권']","깨끗한 풀옵션2룸 주차불가,도곡초옆",대치동부동산중개,매경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,1000,0,63,1000,1000,0,0,63,63,"매매, 월세",한티역수인분당선,378,5,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","진선여자중학교, 역삼중학교, 단국대학교사범대학 부속중학교","단국대학교사범대학부속고등학교, 진선여자고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2550092082,1168010600,다가구,37.49884,127.058931,C03,단독/다가구,월세,B2,25.09.17.,0,0,0,0,0,0,30,20.0,9.07,6.05,남향,2월 5일,"['25년이내', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 단기가능함,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,2000,0,75,2000,2000,0,0,75,75,"매매, 월세",한티역수인분당선,602,8,"서울도곡초등학교, 서울대곡초등학교, 서울대현초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2549582835,1168010600,빌라,37.499608,127.059322,C02,빌라,월세,B2,25.09.15.,0,0,0,0,0,0,30,19.49,9.07,5.9,남향,5월 5일,"['25년이내', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,2,0,False,0,0,0,0,0,0,False,False,1000,0,60,1000,1000,0,0,60,60,"매매, 월세",대치역3호선,663,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
2549584321,1168010600,빌라,37.502762,127.055652,C02,빌라,월세,B2,25.09.15.,0,0,0,0,0,0,30,17.64,9.07,5.34,서향,4월 5일,"['25년이상', '화장실한개', '소형평수']",보안좋고 쾌적한 풀옵션 학원가 좋은집 조용하고 가격대비최상급 강력추천,하나공인중개사사무소,한경부동산,N,0,0,0,1,0,False,0,0,0,0,0,0,False,False,500,500,67,500,500,500,500,67,67,"매매, 전세, 월세",선릉역2호선,620,9,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","대명중학교, 휘문중학교, 진선여자중학교","휘문고등학교, 진선여자고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,단독다가구/주택,2025.10.8 10:44,,,,,,,,,,,,,,,
