markerId,markerType,latitude,longitude,complexName,realEstateTypeCode,realEstateTypeName,completionYearMonth,totalDongCount,totalHouseholdCount,floorAreaRatio,minArea,maxArea,representativeArea,etRoomCnt,minMviFee,maxMviFee,sameAddrCnt,priceCount,isPresales,photoCount,dealCount,leaseCount,rentCount,shortTermRentCount,totalArticleCount,existPriceTab,isComplexTourExist,매매가,보증금,월세,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매유형,지하철역명,지하철_거리_미터,지하철_도보_분,초등학교,중학교,고등학교,구,동,매물유형,수집시간
19418,COMPLEX,37.494754,127.054575,대치아이파크,APT,아파트,200806,11,768,274,78.71,179.41,78,0,0,0,0,3,FALSE,0,93,179,178,0,450,TRUE,FALSE,0,0,0,320000,550000,110000,270000,120,800,"매매, 전세, 월세",한티역수인분당선,224,3,"서울대도초등학교, 서울도곡초등학교, 서울대치초등학교","단국대학교사범대학 부속중학교, 숙명여자중학교, 역삼중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
149040,COMPLEX,37.503321,127.058132,아티드(도시형),APT,아파트,202411,2,42,0,54.65,64.91,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,삼성역2호선,748,11,"서울대현초등학교, 서울도곡초등학교, 서울도성초등학교","휘문중학교, 대명중학교, 진선여자중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
127277,COMPLEX,37.499847,127.055246,스톤빌리지대치4차(도시형),APT,아파트,201909,2,20,198,68.67,68.67,68,0,0,0,0,1,FALSE,0,1,0,0,0,1,FALSE,FALSE,0,0,0,98000,98000,0,0,0,0,매매,한티역수인분당선,446,6,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 진선여자중학교, 역삼중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 진선여자고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
11620,COMPLEX,37.504691,127.066834,대치풍림아이원3차,APT,아파트,200407,1,42,296,134.72,134.72,134,0,0,0,0,1,FALSE,0,2,0,0,0,2,TRUE,FALSE,0,0,0,340000,340000,0,0,0,0,매매,삼성역2호선,569,8,"서울대현초등학교, 서울아주초등학교","휘문중학교, 대명중학교, 정신여자중학교","휘문고등학교, 정신여자고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
12487,COMPLEX,37.504633,127.053806,대치대우아이빌멤버스4차,OPST,오피스텔,200312,1,91,634,46.42,85.08,63,0,0,0,0,3,FALSE,0,8,2,6,5,21,TRUE,FALSE,0,0,0,34000,45000,28000,28000,20,93,"매매, 전세, 월세",선릉역2호선,427,6,"서울도성초등학교, 서울도곡초등학교, 서울대현초등학교","진선여자중학교, 대명중학교, 휘문중학교","진선여자고등학교, 휘문고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
22676,COMPLEX,37.498433,127.056055,청원,APT,아파트,200502,1,19,260,58.32,130.41,91.92,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,한티역수인분당선,366,5,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
9782,COMPLEX,37.497046,127.057614,대치삼성2차,APT,아파트,199910,1,19,180,188.75,188.75,188,0,0,0,0,2,FALSE,0,7,7,0,0,14,TRUE,FALSE,0,0,0,380000,400000,170000,180000,0,0,"매매, 전세",한티역수인분당선,423,6,"서울도곡초등학교, 서울대도초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 대청중학교, 역삼중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
24081,COMPLEX,37.496869,127.052049,역삼2차아이파크,APT,아파트,200812,3,150,273,106.26,149.58,106,0,0,0,0,3,FALSE,0,17,4,15,0,36,TRUE,FALSE,0,0,0,340000,400000,125000,185000,200,200,"매매, 전세, 월세",한티역수인분당선,99,1,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","역삼중학교, 단국대학교사범대학 부속중학교, 숙명여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
23995,COMPLEX,37.499211,127.059755,한양팰리스,APT,아파트,200401,1,14,237,111.2,111.2,111,0,0,0,0,1,FALSE,0,9,0,0,0,9,TRUE,FALSE,0,0,0,181000,185000,0,0,0,0,매매,대치역3호선,606,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
22149,COMPLEX,37.497826,127.055588,"동민맥스빌(A동,주상복합)",APT,아파트,200412,1,30,341,109.18,109.26,109,0,0,0,0,2,FALSE,0,4,1,0,0,5,TRUE,FALSE,0,0,0,180000,190000,95000,95000,0,0,"매매, 전세",한티역수인분당선,291,4,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
102325,COMPLEX,37.500568,127.063855,하이캐슬,APT,아파트,200501,2,67,249,104.13,162.99,104,0,0,0,0,3,FALSE,0,8,1,4,0,13,TRUE,FALSE,0,0,0,240000,290000,125000,125000,80,180,"매매, 전세, 월세",대치역3호선,677,10,"서울대현초등학교, 서울대곡초등학교, 서울도곡초등학교","휘문중학교, 대명중학교, 단국대학교사범대학 부속중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
23612,COMPLEX,37.502617,127.056398,미소시티,APT,아파트,200607,1,18,329,200.9,200.9,200,0,0,0,0,2,FALSE,0,3,4,0,0,7,TRUE,FALSE,0,0,0,260000,280000,140000,150000,0,0,"매매, 전세",선릉역2호선,688,10,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","대명중학교, 휘문중학교, 진선여자중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
11621,COMPLEX,37.504258,127.066704,대치풍림아이원4차,APT,아파트,200406,1,33,298,134.54,139.23,134,0,0,0,0,2,FALSE,0,6,2,0,0,8,TRUE,FALSE,0,0,0,290000,350000,150000,160000,0,0,"매매, 전세",삼성역2호선,602,8,"서울대현초등학교, 서울아주초등학교","휘문중학교, 대명중학교, 정신여자중학교","휘문고등학교, 정신여자고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
101753,COMPLEX,37.49679,127.052321,테라힐스,APT,아파트,201003,1,19,265,71.9,190.33,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,한티역수인분당선,76,1,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","역삼중학교, 단국대학교사범대학 부속중학교, 숙명여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
27002,COMPLEX,37.497173,127.057315,아크로빌,APT,아파트,200510,2,14,187,68.71,68.71,68,0,0,0,0,1,FALSE,0,5,0,0,0,5,FALSE,FALSE,0,0,0,110000,110000,0,0,0,0,매매,한티역수인분당선,400,5,"서울도곡초등학교, 서울대도초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 대청중학교, 역삼중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
162642,COMPLEX,37.498747,127.05607,스톤빌리지(도시형),APT,아파트,201612,2,28,199,35.36,35.36,35,0,0,0,0,1,FALSE,0,0,1,0,0,1,FALSE,FALSE,0,0,0,0,0,45000,45000,0,0,전세,한티역수인분당선,390,5,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
9005,COMPLEX,37.494174,127.060947,선경3차,APT,아파트,199010,1,54,204,85.48,85.48,85,0,0,0,0,1,FALSE,0,10,0,0,0,10,TRUE,FALSE,0,0,0,245000,270000,0,0,0,0,매매,대치역3호선,202,3,"서울대치초등학교, 서울대곡초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 대청중학교, 숙명여자중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
126762,COMPLEX,37.501121,127.054262,스톤빌리지대치3차(도시형),APT,아파트,201804,2,22,199,61.83,62.45,62,0,0,0,0,1,FALSE,0,3,0,0,0,3,FALSE,FALSE,0,0,0,97000,105000,0,0,0,0,매매,한티역수인분당선,550,8,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","진선여자중학교, 단국대학교사범대학 부속중학교, 역삼중학교","단국대학교사범대학부속고등학교, 진선여자고등학교, 단국대학교부속소프트웨어고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
128876,COMPLEX,37.498846,127.056706,스톤빌리지대치2차(도시형),APT,아파트,201805,2,25,195,68.23,69.77,69,0,0,0,0,1,FALSE,0,3,0,0,0,3,FALSE,FALSE,0,0,0,130000,140000,0,0,0,0,매매,한티역수인분당선,439,6,"서울도곡초등학교, 서울도성초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
102955,COMPLEX,37.50161,127.060109,대치주성,APT,아파트,200410,1,14,266,73.97,136.31,92,0,0,0,0,3,FALSE,0,5,3,1,0,9,TRUE,FALSE,0,0,0,160000,180000,110000,110000,50,50,"매매, 전세, 월세",대치역3호선,836,12,"서울대현초등학교, 서울도곡초등학교, 서울대곡초등학교","휘문중학교, 대명중학교, 단국대학교사범대학 부속중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
102910,COMPLEX,37.502997,127.055466,메트로,APT,아파트,200209,1,11,296,91.84,91.84,91,0,0,0,0,1,FALSE,0,1,0,0,0,1,TRUE,FALSE,0,0,0,110000,110000,0,0,0,0,매매,선릉역2호선,597,8,"서울도곡초등학교, 서울도성초등학교, 서울대현초등학교","대명중학교, 휘문중학교, 진선여자중학교","휘문고등학교, 진선여자고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
8994,COMPLEX,37.497535,127.059855,대치삼성3차,APT,아파트,200002,2,35,222,169.79,181.1,181,0,0,0,0,2,FALSE,0,20,11,0,0,31,TRUE,FALSE,0,0,0,370000,400000,149500,180000,0,0,"매매, 전세",대치역3호선,448,6,"서울도곡초등학교, 서울대곡초등학교, 서울대치초등학교","단국대학교사범대학 부속중학교, 대청중학교, 휘문중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
107149,COMPLEX,37.497029,127.058482,대치하나빌,APT,아파트,200310,1,12,297,163.48,225.69,190,0,0,0,0,2,FALSE,0,9,17,0,0,26,TRUE,FALSE,0,0,0,275000,310000,149500,230000,0,0,"매매, 전세",한티역수인분당선,498,7,"서울도곡초등학교, 서울대곡초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 대청중학교, 역삼중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
11167,COMPLEX,37.494596,127.061803,한보미도맨션3차,APT,아파트,199011,1,18,189,220.11,220.11,220,0,0,0,0,3,FALSE,0,13,5,1,0,19,TRUE,FALSE,0,0,0,395000,450000,150000,150000,200,200,"매매, 전세, 월세",대치역3호선,124,1,"서울대곡초등학교, 서울대치초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 대청중학교, 개원중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
102169,COMPLEX,37.497817,127.055554,동민맥스빌(A동),OPST,오피스텔,200412,1,9,341,79.62,81.23,79,0,0,0,0,2,FALSE,0,6,2,0,0,8,TRUE,FALSE,0,0,0,40000,49000,30000,30000,0,0,"매매, 전세",한티역수인분당선,288,4,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 진선여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
15132,COMPLEX,37.500147,127.058556,세연파크뷰,APT,아파트,200207,1,19,269,81.31,94.53,94,0,0,0,0,1,FALSE,0,3,0,0,0,3,TRUE,FALSE,0,0,0,175000,190000,0,0,0,0,매매,한티역수인분당선,657,9,"서울도곡초등학교, 서울대현초등학교, 서울대곡초등학교","단국대학교사범대학 부속중학교, 휘문중학교, 대명중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 휘문고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
111580,COMPLEX,37.495967,127.060322,대치SK뷰,APT,아파트,201706,4,239,247,110.89,145.94,110,0,0,0,0,3,FALSE,0,43,79,91,0,213,TRUE,FALSE,0,0,0,430000,600000,190000,260000,40,600,"매매, 전세, 월세",대치역3호선,302,4,"서울대곡초등학교, 서울대치초등학교, 서울도곡초등학교","단국대학교사범대학 부속중학교, 대청중학교, 숙명여자중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
11010,COMPLEX,37.504102,127.057307,포스코더샵,APT,아파트,200409,4,276,299,168.38,208.98,168,0,0,0,0,3,FALSE,0,17,19,26,0,62,TRUE,FALSE,0,0,0,369000,430000,180000,220000,240,640,"매매, 전세, 월세",삼성역2호선,727,10,"서울도곡초등학교, 서울대현초등학교, 서울도성초등학교","대명중학교, 휘문중학교, 진선여자중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 진선여자고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
180280,COMPLEX,37.494837,127.059641,래미안대치팰리스,APT,아파트,201509,17,1608,258,88,183.59,125,0,0,0,0,3,FALSE,0,228,160,179,2,569,TRUE,TRUE,0,0,0,460000,700000,160000,330000,40,880,"매매, 전세, 월세",대치역3호선,316,4,"서울대치초등학교, 서울대곡초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 대청중학교, 숙명여자중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
154,COMPLEX,37.49228,127.062918,"선경1,2차",APT,아파트,198312,12,1034,179,101.66,186.36,148,0,0,0,0,3,FALSE,0,63,114,69,0,246,TRUE,FALSE,0,0,0,450000,650000,119500,190000,100,600,"매매, 전세, 월세",대치역3호선,247,3,"서울대치초등학교, 서울대곡초등학교, 서울양전초등학교","대청중학교, 단국대학교사범대학 부속중학교, 개원중학교","단국대학교부속소프트웨어고등학교, 경기여자고등학교부설방송통신고등학교, 경기여자고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
10393,COMPLEX,37.504642,127.053828,대치대우아이빌멤버스4차(주상복합),APT,아파트,200312,1,134,634,31.9,63.81,44,0,0,0,0,3,FALSE,0,7,7,3,4,21,TRUE,FALSE,0,0,0,34000,59500,23000,38500,55,90,"매매, 전세, 월세",선릉역2호선,429,6,"서울도성초등학교, 서울도곡초등학교, 서울대현초등학교","진선여자중학교, 대명중학교, 휘문중학교","진선여자고등학교, 휘문고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
127973,COMPLEX,37.501638,127.064308,대치르엘,APT,아파트,202109,6,273,207,80.23,112.84,112,0,0,0,0,3,FALSE,0,38,28,78,1,145,TRUE,FALSE,0,0,0,300000,410000,120000,180000,40,500,"매매, 전세, 월세",대치역3호선,800,11,"서울대현초등학교, 서울대곡초등학교, 서울도곡초등학교","휘문중학교, 대명중학교, 단국대학교사범대학 부속중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,대치동,아파트/오피스텔,2025.10.8 1:12
146664,COMPLEX,37.493865,127.034071,다사랑빌(도시형),APT,아파트,201207,1,11,197,20.32,47.03,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,강남역신분당선,611,9,"서울역삼초등학교, 서울서이초등학교, 서울언주초등학교","은성중학교, 서운중학교, 도곡중학교",은광여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
127859,COMPLEX,37.506274,127.044981,꿈꾸지오(697-23),APT,아파트,201611,1,16,199,25.97,32.34,32.31,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,선릉역수인분당선,351,5,"서울도성초등학교, 서울삼릉초등학교, 서울학동초등학교","진선여자중학교, 언주중학교",진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
169737,COMPLEX,37.501396,127.040824,에이씨팔라스(민간임대),OPST,오피스텔,202406,2,70,0,45.39,77.95,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,역삼역2호선,392,5,서울도성초등학교,"진선여자중학교, 역삼중학교",진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
22079,COMPLEX,37.502482,127.045169,역삼우정에쉐르3,OPST,오피스텔,200412,1,5,548,95.65,95.65,95,0,0,0,0,1,FALSE,0,3,0,0,0,3,TRUE,FALSE,0,0,0,95000,95000,0,0,0,0,매매,선릉역2호선,402,6,"서울도성초등학교, 서울도곡초등학교","진선여자중학교, 역삼중학교",진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
12248,COMPLEX,37.506612,127.054584,대종,OPST,오피스텔,199110,1,92,1469,68.44,212.8,68.44,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,선릉역수인분당선,542,8,"서울도성초등학교, 서울도곡초등학교, 서울대현초등학교","대명중학교, 휘문중학교, 진선여자중학교","휘문고등학교, 진선여자고등학교",강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
123813,COMPLEX,37.506289,127.041575,아미헌(도시형),APT,아파트,201308,1,21,229,27.67,33.86,27.67,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,선정릉역9호선,497,7,"서울학동초등학교, 서울도성초등학교, 서울삼릉초등학교",진선여자중학교,진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
107144,COMPLEX,37.50924,127.034123,이움,APT,아파트,200509,1,10,199,111.35,142.98,142.98,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,언주역9호선,212,3,"서울학동초등학교, 서울논현초등학교",,,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
127848,COMPLEX,37.494424,127.04169,스타힐스(도시형),APT,아파트,201211,1,27,198,20.13,34.77,33.66,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,역삼역2호선,833,12,"서울역삼초등학교, 서울언주초등학교, 서울도성초등학교","도곡중학교, 역삼중학교, 은성중학교","은광여자고등학교, 진선여자고등학교, 중앙대학교사범대학부속고등학교",강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
16462,COMPLEX,37.498271,127.040064,네스빌,APT,아파트,199605,1,9,187,245.45,259.51,259.51,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,역삼역2호선,414,6,"서울도성초등학교, 서울역삼초등학교","도곡중학교, 역삼중학교, 진선여자중학교",진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
16244,COMPLEX,37.503447,127.065572,S-타워(주상복합),APT,아파트,199607,1,19,445,246.25,246.25,246,0,0,0,0,1,FALSE,0,2,0,0,0,2,TRUE,FALSE,0,0,0,350000,350000,0,0,0,0,매매,삼성역2호선,638,9,"서울대현초등학교, 서울아주초등학교, 서울대곡초등학교","휘문중학교, 대명중학교, 정신여자중학교","휘문고등학교, 정신여자고등학교",강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
151599,COMPLEX,37.508478,127.031283,진흥펠리체(도시형),APT,아파트,201511,2,40,0,15.19,34.75,32.58,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,언주역9호선,268,4,"서울논현초등학교, 서울학동초등학교",,,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
12494,COMPLEX,37.506777,127.052625,삼성토단,OPST,오피스텔,199807,1,26,479,47.74,143.62,54.45,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,선릉역수인분당선,388,5,"서울도성초등학교, 서울도곡초등학교, 서울삼릉초등학교","진선여자중학교, 대명중학교, 휘문중학교","진선여자고등학교, 휘문고등학교",강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
12766,COMPLEX,37.498557,127.042336,플래티늄,APT,아파트,200305,1,19,288,52.13,52.13,52,0,0,0,0,1,FALSE,0,0,0,1,0,1,TRUE,FALSE,0,0,0,0,0,0,0,145,145,월세,역삼역2호선,568,8,서울도성초등학교,"역삼중학교, 진선여자중학교, 도곡중학교",진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
139296,COMPLEX,37.500516,127.033088,노블레스,OPST,오피스텔,202012,1,28,528,37.01,42.45,37,0,0,0,0,2,FALSE,0,0,3,4,0,7,FALSE,FALSE,0,0,0,0,0,32000,32000,80,145,"전세, 월세",역삼역2호선,298,4,"서울역삼초등학교, 서울서초초등학교",서일중학교,,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
119065,COMPLEX,37.496877,127.037138,동원스위트뷰역삼,APT,아파트,201712,1,28,199,84.46,93.16,93,0,0,0,0,3,FALSE,0,4,4,5,0,13,TRUE,FALSE,0,0,0,140000,165000,90000,95000,150,350,"매매, 전세, 월세",역삼역2호선,426,6,서울역삼초등학교,도곡중학교,은광여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
12684,COMPLEX,37.502848,127.044758,두꺼비,OPST,오피스텔,199010,1,125,743,60.45,80.6,60,0,0,0,0,1,FALSE,0,0,0,4,0,4,TRUE,FALSE,0,0,0,0,0,0,0,90,140,월세,선릉역2호선,413,6,"서울도성초등학교, 서울도곡초등학교","진선여자중학교, 역삼중학교",진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
162078,COMPLEX,37.506856,127.053689,어반포레스트삼성,OPST,오피스텔,202310,1,33,531,52.58,56.01,52,0,0,0,0,2,FALSE,0,3,0,1,1,5,TRUE,FALSE,0,0,0,98000,100000,0,0,280,280,"매매, 월세",선릉역수인분당선,477,7,"서울도성초등학교, 서울도곡초등학교, 서울삼릉초등학교","대명중학교, 진선여자중학교, 휘문중학교","진선여자고등학교, 휘문고등학교",강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
23222,COMPLEX,37.504756,127.035617,역삼골든베리힐,APT,아파트,200412,1,14,289,124.2,140.46,140,0,0,0,0,2,FALSE,0,3,1,0,0,4,TRUE,FALSE,0,0,0,180000,185000,110000,110000,0,0,"매매, 전세",언주역9호선,321,4,"서울논현초등학교, 서울학동초등학교",,,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
102702,COMPLEX,37.499391,127.039588,베르사이유,APT,아파트,200311,1,16,149,127.76,127.76,127,0,0,0,0,1,FALSE,0,7,0,0,0,7,FALSE,FALSE,0,0,0,180000,187000,0,0,0,0,매매,역삼역2호선,309,4,"서울도성초등학교, 서울역삼초등학교","진선여자중학교, 역삼중학교, 도곡중학교",진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
149039,COMPLEX,37.503434,127.058092,아티드,OPST,오피스텔,202411,2,44,0,104.04,104.76,104,0,0,0,0,1,FALSE,0,0,0,12,0,12,TRUE,FALSE,0,0,0,0,0,0,0,360,700,월세,삼성역2호선,740,11,"서울대현초등학교, 서울도곡초등학교, 서울도성초등학교","휘문중학교, 대명중학교, 진선여자중학교","휘문고등학교, 단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교",강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
11087,COMPLEX,37.498613,127.042584,명인갤러리1차,APT,아파트,200209,1,14,299,87.25,95.31,95,0,0,0,0,2,FALSE,0,2,3,0,0,5,TRUE,FALSE,0,0,0,117000,117000,70000,70000,0,0,"매매, 전세",역삼역2호선,586,8,서울도성초등학교,"역삼중학교, 진선여자중학교, 도곡중학교",진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
18566,COMPLEX,37.50499,127.03842,역삼예명,APT,아파트,200112,1,15,237,82.06,82.06,82,0,0,0,0,1,FALSE,0,1,0,0,0,1,TRUE,FALSE,0,0,0,83000,83000,0,0,0,0,매매,언주역9호선,471,7,서울학동초등학교,진선여자중학교,진선여자고등학교,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
19488,COMPLEX,37.497556,127.055682,삼환SOGOOD(주상복합),APT,아파트,200611,1,37,359,107.38,107.38,107,0,0,0,0,1,FALSE,0,0,2,0,0,2,TRUE,FALSE,0,0,0,0,0,100000,100000,0,0,전세,한티역수인분당선,282,4,"서울도곡초등학교, 서울대도초등학교, 서울도성초등학교","단국대학교사범대학 부속중학교, 역삼중학교, 숙명여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
101877,COMPLEX,37.508253,127.032484,리더스빌,APT,아파트,200408,1,19,262,81.25,206.56,102.43,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,언주역9호선,166,2,"서울논현초등학교, 서울학동초등학교",,,강남구,역삼동,아파트/오피스텔,2025.10.8 1:17
