markerId,markerType,latitude,longitude,complexName,realEstateTypeCode,realEstateTypeName,completionYearMonth,totalDongCount,totalHouseholdCount,floorAreaRatio,minArea,maxArea,representativeArea,etRoomCnt,minMviFee,maxMviFee,sameAddrCnt,priceCount,isPresales,photoCount,dealCount,leaseCount,rentCount,shortTermRentCount,totalArticleCount,existPriceTab,isComplexTourExist,매매가,보증금,월세,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매유형,지하철역명,지하철_거리_미터,지하철_도보_분,초등학교,중학교,고등학교,구,동,매물유형,수집시간
102379,COMPLEX,37.479506,127.048628,우찬현대(103),APT,아파트,200606,1,10,239,71.89,152.26,114.83,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,매봉역3호선,843,12,"서울구룡초등학교, 서울포이초등학교, 서울개원초등학교","국립국악중학교, 대치중학교, 언남중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
124917,COMPLEX,37.482932,127.061271,에버그린(주상복합),APT,아파트,200303,1,9,311,74.08,96.82,96,0,0,0,0,1,FALSE,0,0,2,0,0,2,TRUE,FALSE,0,0,0,0,0,50000,63900,0,0,전세,구룡역수인분당선,481,7,"서울개현초등학교, 서울개원초등학교, 서울개일초등학교","개포중학교, 구룡중학교, 대청중학교","개포고등학교, 수도전기공업고등학교, 경기여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
101878,COMPLEX,37.485699,127.046774,로덴하우스이스트빌리지,APT,아파트,200910,1,33,249,280.33,287.45,280.33,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,매봉역3호선,138,2,"서울구룡초등학교, 서울언주초등학교, 서울개일초등학교","대치중학교, 숙명여자중학교, 도곡중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
13077,COMPLEX,37.487689,127.046658,울트라멤버스,APT,아파트,200312,1,19,296,153.31,153.31,153,0,0,0,0,2,FALSE,0,0,11,3,0,14,TRUE,FALSE,0,0,0,0,0,140000,140000,280,440,"전세, 월세",매봉역3호선,83,1,"서울대도초등학교, 서울구룡초등학교, 서울언주초등학교","대치중학교, 도곡중학교, 숙명여자중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
100657,COMPLEX,37.478728,127.04606,골든빌,OPST,오피스텔,200305,1,35,293,24.55,30.57,30,0,0,0,0,1,FALSE,0,0,0,1,9,10,TRUE,FALSE,0,0,0,0,0,0,0,90,90,월세,매봉역3호선,914,13,"서울구룡초등학교, 서울포이초등학교, 서울매헌초등학교","국립국악중학교, 대치중학교, 언남중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
1327,COMPLEX,37.488014,127.061354,현대3차,APT,아파트,198603,5,198,147,105.86,193.76,193,0,0,0,0,3,FALSE,0,24,12,22,0,58,TRUE,FALSE,0,0,0,399000,440000,90000,180000,60,240,"매매, 전세, 월세",구룡역수인분당선,197,2,"서울대치초등학교, 서울개일초등학교, 서울개원초등학교","대청중학교, 구룡중학교, 개포중학교","수도전기공업고등학교, 경기여자고등학교, 경기여자고등학교부설방송통신고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
3049,COMPLEX,37.488551,127.046667,삼성,APT,아파트,199412,4,231,139,81.09,104.15,81,0,0,0,0,3,FALSE,0,9,9,18,0,36,TRUE,FALSE,0,0,0,265000,350000,65000,90000,40,330,"매매, 전세, 월세",매봉역3호선,179,2,"서울대도초등학교, 서울언주초등학교, 서울구룡초등학교","대치중학교, 도곡중학교, 숙명여자중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 은광여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
10817,COMPLEX,37.488344,127.048516,SK리더스뷰,OPST,오피스텔,200510,1,174,461,245,295.92,245,0,0,0,0,3,FALSE,0,14,9,15,0,38,TRUE,FALSE,0,0,0,260000,360000,170000,190000,150,650,"매매, 전세, 월세",매봉역3호선,223,3,"서울대도초등학교, 서울구룡초등학교, 서울개일초등학교","숙명여자중학교, 대치중학교, 도곡중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
3038,COMPLEX,37.488556,127.054664,타워팰리스1차(주상복합),APT,아파트,200210,4,1292,919,112.71,403.76,220,0,0,0,0,3,FALSE,0,201,31,44,0,276,TRUE,FALSE,0,0,0,339000,1100000,230000,300000,150,2500,"매매, 전세, 월세",도곡역3호선,278,4,"서울개일초등학교, 서울대도초등학교, 서울대치초등학교","구룡중학교, 숙명여자중학교, 대청중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
9218,COMPLEX,37.488828,127.051585,아카데미스위트(주상복합),APT,아파트,200411,1,414,996,112.2,332.64,165,0,0,0,0,3,FALSE,0,43,26,11,0,80,TRUE,FALSE,0,0,0,210000,650000,150000,220000,80,645,"매매, 전세, 월세",도곡역3호선,419,6,"서울대도초등학교, 서울개일초등학교, 서울구룡초등학교","숙명여자중학교, 구룡중학교, 대치중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
8331,COMPLEX,37.487314,127.051525,현대비젼21(주상복합),APT,아파트,199911,1,232,990,50.9,55.31,50,0,0,0,0,3,FALSE,0,28,11,7,0,46,TRUE,FALSE,0,0,0,40000,65000,30400,37000,30,120,"매매, 전세, 월세",매봉역3호선,426,6,"서울개일초등학교, 서울대도초등학교, 서울구룡초등학교","숙명여자중학교, 구룡중학교, 대치중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
11698,COMPLEX,37.493869,127.050945,도곡렉슬,APT,아파트,200601,34,3002,274,86.43,225.29,143,0,0,0,0,3,FALSE,0,221,185,202,1,609,TRUE,TRUE,0,0,0,289000,680000,97000,260000,50,750,"매매, 전세, 월세",한티역수인분당선,319,4,"서울대도초등학교, 서울도곡초등학교, 서울도성초등학교","역삼중학교, 숙명여자중학교, 도곡중학교","중앙대학교사범대학부속고등학교, 숙명여자고등학교, 단국대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
114900,COMPLEX,37.489069,127.067195,메트하임,OPST,오피스텔,201812,1,102,794,44.11,60.18,44,0,0,0,0,3,FALSE,0,17,3,8,1,29,TRUE,FALSE,0,0,0,30000,52000,23000,33000,100,1100,"매매, 전세, 월세",개포동역수인분당선,95,1,"서울양전초등학교, 서울개포초등학교, 서울대치초등학교","개원중학교, 대청중학교","경기여자고등학교부설방송통신고등학교, 경기여자고등학교, 수도전기공업고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
134062,COMPLEX,37.480393,127.057099,디에이치퍼스티어아이파크,APT,아파트,202311,74,6702,249,50.73,230.69,110,0,0,0,0,3,FALSE,0,170,724,884,1,1779,TRUE,TRUE,0,0,0,150000,1200000,67500,600000,60,1050,"매매, 전세, 월세",구룡역수인분당선,767,11,"서울개원초등학교, 서울개현초등학교, 서울구룡초등학교","개포중학교, 구룡중학교, 국립국악중학교","개포고등학교, 국립국악고등학교, 수도전기공업고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
146482,COMPLEX,37.478255,127.046666,YH빌리지,OPST,오피스텔,201709,1,4,297,41.67,55.93,41.67,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,매봉역3호선,965,14,"서울구룡초등학교, 서울포이초등학교, 서울매헌초등학교","국립국악중학교, 언남중학교, 대치중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
102377,COMPLEX,37.479471,127.048752,우찬현대(101),APT,아파트,200606,1,15,242,65.21,156.31,154.4,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,매봉역3호선,849,12,"서울구룡초등학교, 서울포이초등학교, 서울개원초등학교","국립국악중학교, 대치중학교, 언남중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
115911,COMPLEX,37.47656,127.046198,하우징허브럭스,OPST,오피스텔,201702,1,18,359,83.98,88.23,83.98,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,양재시민의숲역신분당선,987,14,"서울포이초등학교, 서울구룡초등학교, 서울매헌초등학교","언남중학교, 국립국악중학교, 대치중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
166660,COMPLEX,37.487235,127.060511,대치푸르지오발라드(도시형),APT,아파트,202401,1,78,199,60.87,77.19,61,0,0,0,0,2,FALSE,0,0,7,1,0,8,TRUE,FALSE,0,0,0,0,0,75000,95000,260,260,"전세, 월세",구룡역수인분당선,92,1,"서울개일초등학교, 서울대치초등학교, 서울개원초등학교","구룡중학교, 대청중학교, 개포중학교","개포고등학교, 수도전기공업고등학교, 경기여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
818,COMPLEX,37.488147,127.062246,우성8차,APT,아파트,198709,3,261,192,98.87,109.35,98,0,0,0,0,3,FALSE,0,26,31,10,0,67,TRUE,FALSE,0,0,0,290000,300000,90000,100000,145,160,"매매, 전세, 월세",구룡역수인분당선,272,4,"서울대치초등학교, 서울개일초등학교, 서울양전초등학교","대청중학교, 구룡중학교, 개포중학교","수도전기공업고등학교, 경기여자고등학교, 경기여자고등학교부설방송통신고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
3040,COMPLEX,37.489972,127.050406,도곡삼성래미안,APT,아파트,200112,10,732,291,81.35,158.1,158,0,0,0,0,3,FALSE,0,28,20,14,0,62,TRUE,FALSE,0,0,0,280000,430000,95000,170000,70,400,"매매, 전세, 월세",도곡역수인분당선,453,6,"서울대도초등학교, 서울개일초등학교","숙명여자중학교, 도곡중학교, 대치중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 단국대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
12244,COMPLEX,37.488224,127.051132,대림아크로텔,OPST,오피스텔,199911,1,311,936,63.13,209.42,63,0,0,0,0,2,FALSE,0,13,0,11,0,24,TRUE,FALSE,0,0,0,45000,450000,0,0,100,650,"매매, 월세",매봉역3호선,415,6,"서울대도초등학교, 서울개일초등학교, 서울구룡초등학교","숙명여자중학교, 구룡중학교, 대치중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
103385,COMPLEX,37.481772,127.052579,개포현대(200동),APT,아파트,198607,1,72,157,101.55,101.55,101,0,0,0,0,3,FALSE,0,6,14,14,0,34,TRUE,FALSE,0,0,0,270000,295000,80000,90000,80,240,"매매, 전세, 월세",매봉역3호선,773,11,"서울구룡초등학교, 서울개원초등학교, 서울포이초등학교","대치중학교, 구룡중학교, 국립국악중학교","국립국악고등학교, 개포고등학교, 숙명여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
21879,COMPLEX,37.488709,127.054674,타워팰리스1차,OPST,오피스텔,200210,1,202,919,138.68,307.45,138,0,0,0,0,3,FALSE,0,38,22,70,2,132,TRUE,FALSE,0,0,0,170000,380000,90000,200000,165,900,"매매, 전세, 월세",도곡역3호선,262,3,"서울개일초등학교, 서울대도초등학교, 서울대치초등학교","구룡중학교, 숙명여자중학교, 대청중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
127928,COMPLEX,37.477124,127.04562,그루,OPST,오피스텔,201908,1,15,359,38.67,41.7,38,0,0,0,0,1,FALSE,0,0,0,2,0,2,FALSE,FALSE,0,0,0,0,0,0,0,66,66,월세,양재시민의숲역신분당선,1001,14,"서울포이초등학교, 서울구룡초등학교, 서울매헌초등학교","언남중학교, 국립국악중학교, 대치중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
65,COMPLEX,37.491424,127.059787,"개포우성1,2차",APT,아파트,198312,14,1140,179,101.09,214.88,148,0,0,0,0,3,FALSE,0,98,168,89,1,356,TRUE,FALSE,0,0,0,450000,750000,110000,250000,40,880,"매매, 전세, 월세",도곡역3호선,381,5,"서울대치초등학교, 서울대곡초등학교, 서울개일초등학교","대청중학교, 단국대학교사범대학 부속중학교, 구룡중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 숙명여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
974,COMPLEX,37.488198,127.051147,대림아크로빌(주상복합),APT,아파트,199911,2,490,936,78.8,230.18,169,0,0,0,0,3,FALSE,0,39,41,11,0,91,TRUE,FALSE,0,0,0,150000,500000,152000,270000,40,560,"매매, 전세, 월세",매봉역3호선,415,6,"서울대도초등학교, 서울개일초등학교, 서울구룡초등학교","숙명여자중학교, 구룡중학교, 대치중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
110734,COMPLEX,37.493684,127.060491,대치클래시아,OPST,오피스텔,201512,1,77,0,42.36,61.63,61,0,0,0,0,3,FALSE,0,25,1,1,0,27,TRUE,FALSE,0,0,0,45800,68000,45000,45000,195,195,"매매, 전세, 월세",대치역3호선,255,3,"서울대치초등학교, 서울대곡초등학교, 서울대도초등학교","단국대학교사범대학 부속중학교, 대청중학교, 숙명여자중학교","단국대학교부속소프트웨어고등학교, 단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
119219,COMPLEX,37.478448,127.054031,개포래미안포레스트,APT,아파트,202009,31,2296,249,74.31,174.19,86,0,0,0,0,3,FALSE,0,522,370,569,3,1464,TRUE,TRUE,0,0,0,240000,600000,94000,220000,20,640,"매매, 전세, 월세",구룡역수인분당선,1068,15,"서울포이초등학교, 서울구룡초등학교, 서울개원초등학교","국립국악중학교, 개포중학교, 구룡중학교","국립국악고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
9120,COMPLEX,37.488413,127.052653,우성리빙텔(주상복합),APT,아파트,199609,1,39,853,168,169.35,169,0,0,0,0,2,FALSE,0,2,0,2,0,4,TRUE,FALSE,0,0,0,200000,200000,0,0,440,440,"매매, 월세",도곡역3호선,379,5,"서울대도초등학교, 서울개일초등학교, 서울구룡초등학교","숙명여자중학교, 구룡중학교, 대청중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
16246,COMPLEX,37.488591,127.045595,현대벨라하우스,APT,아파트,199612,1,8,212,256.24,272.1,272.1,0,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,,매봉역3호선,208,3,"서울언주초등학교, 서울대도초등학교, 서울구룡초등학교","도곡중학교, 대치중학교, 숙명여자중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 은광여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
3047,COMPLEX,37.49245,127.057171,청암빌라트,APT,아파트,199111,1,18,242,179.57,179.57,179,0,0,0,0,3,FALSE,0,4,5,6,0,15,TRUE,FALSE,0,0,0,350000,550000,150000,170000,300,350,"매매, 전세, 월세",도곡역수인분당선,203,3,"서울대도초등학교, 서울대치초등학교, 서울개일초등학교","대청중학교, 단국대학교사범대학 부속중학교, 숙명여자중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
13059,COMPLEX,37.486727,127.051306,인스토피아,OPST,오피스텔,200008,1,105,1038,69.2,77.25,77,0,0,0,0,1,FALSE,0,0,0,5,0,5,FALSE,FALSE,0,0,0,0,0,0,0,88,264,월세,매봉역3호선,406,6,"서울개일초등학교, 서울구룡초등학교, 서울대도초등학교","대치중학교, 구룡중학교, 숙명여자중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
8710,COMPLEX,37.493104,127.055557,동부센트레빌,APT,아파트,200501,7,805,297,152.54,202.99,178,0,0,0,0,3,FALSE,0,67,58,13,0,138,TRUE,FALSE,0,0,0,550000,670000,249000,350000,100,840,"매매, 전세, 월세",도곡역수인분당선,168,2,"서울대도초등학교, 서울대치초등학교, 서울도곡초등학교","단국대학교사범대학 부속중학교, 대청중학교, 숙명여자중학교","단국대학교사범대학부속고등학교, 중앙대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
881,COMPLEX,37.484895,127.057225,개포더샵트리에,APT,아파트,202112,2,232,355,132.23,135.57,135,0,0,0,0,3,FALSE,0,53,36,14,0,103,TRUE,FALSE,0,0,0,299000,370000,144500,170000,80,330,"매매, 전세, 월세",구룡역수인분당선,310,4,"서울개일초등학교, 서울개원초등학교, 서울개현초등학교","구룡중학교, 대청중학교, 개포중학교","개포고등학교, 수도전기공업고등학교, 숙명여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
1321,COMPLEX,37.482796,127.051051,현대2차,APT,아파트,198601,13,558,156,106.67,195.17,195,0,0,0,0,3,FALSE,0,91,32,31,0,154,TRUE,FALSE,0,0,0,325000,450000,84000,115000,40,80,"매매, 전세, 월세",매봉역3호선,599,8,"서울구룡초등학교, 서울개원초등학교, 서울개일초등학교","대치중학교, 구룡중학교, 국립국악중학교","개포고등학교, 국립국악고등학교, 숙명여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
10329,COMPLEX,37.481215,127.052733,개포현대2차(220동),APT,아파트,198809,1,54,185,98.54,98.54,98,0,0,0,0,2,FALSE,0,16,7,0,0,23,TRUE,FALSE,0,0,0,240000,260000,85000,90000,0,0,"매매, 전세",매봉역3호선,829,12,"서울구룡초등학교, 서울개원초등학교, 서울포이초등학교","국립국악중학교, 대치중학교, 구룡중학교","국립국악고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
22055,COMPLEX,37.487236,127.053019,타워팰리스3차,OPST,오피스텔,200404,1,130,791,255.36,372.1,255,0,0,0,0,3,FALSE,0,9,19,78,0,106,TRUE,FALSE,0,0,0,310000,600000,250000,350000,400,960,"매매, 전세, 월세",도곡역3호선,469,7,"서울개일초등학교, 서울대도초등학교, 서울구룡초등학교","구룡중학교, 숙명여자중학교, 대치중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
21993,COMPLEX,37.488304,127.052519,우성리빙텔,OPST,오피스텔,199609,1,47,853,113.53,147.17,124,0,0,0,0,3,FALSE,0,6,1,9,0,16,TRUE,FALSE,0,0,0,65000,70000,40000,40000,80,210,"매매, 전세, 월세",도곡역3호선,396,5,"서울대도초등학교, 서울개일초등학교, 서울구룡초등학교","숙명여자중학교, 구룡중학교, 대청중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
667,COMPLEX,37.483998,127.056011,우성3차,APT,아파트,198412,5,405,179,110.6,182.45,153,0,0,0,0,3,FALSE,0,88,5,15,0,108,TRUE,FALSE,0,0,0,340000,450000,90000,125000,140,300,"매매, 전세, 월세",구룡역수인분당선,455,6,"서울개일초등학교, 서울개원초등학교, 서울구룡초등학교","구룡중학교, 개포중학교, 대청중학교","개포고등학교, 수도전기공업고등학교, 숙명여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
19418,COMPLEX,37.494754,127.054575,대치아이파크,APT,아파트,200806,11,768,274,78.71,179.41,78,0,0,0,0,3,FALSE,0,93,179,178,0,450,TRUE,FALSE,0,0,0,320000,550000,110000,270000,120,800,"매매, 전세, 월세",한티역수인분당선,224,3,"서울대도초등학교, 서울도곡초등학교, 서울대치초등학교","단국대학교사범대학 부속중학교, 숙명여자중학교, 역삼중학교","단국대학교사범대학부속고등학교, 단국대학교부속소프트웨어고등학교, 중앙대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
113151,COMPLEX,37.484658,127.067248,디에이치아너힐즈,APT,아파트,201908,23,1320,249,67.54,176.63,114,0,0,0,0,3,FALSE,0,115,109,209,2,435,TRUE,FALSE,0,0,0,315000,680000,120000,270000,60,1060,"매매, 전세, 월세",개포동역수인분당선,508,7,"서울개포초등학교, 서울개현초등학교, 서울양전초등학교","개포중학교, 개원중학교, 구룡중학교","경기여자고등학교, 경기여자고등학교부설방송통신고등학교, 수도전기공업고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
21890,COMPLEX,37.487323,127.051514,현대비전21,OPST,오피스텔,199911,1,162,990,76.82,115.21,100,0,0,0,0,3,FALSE,0,12,4,16,0,32,TRUE,FALSE,0,0,0,43000,80000,20000,30000,50,170,"매매, 전세, 월세",매봉역3호선,425,6,"서울개일초등학교, 서울대도초등학교, 서울구룡초등학교","숙명여자중학교, 구룡중학교, 대치중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
146479,COMPLEX,37.478247,127.04667,YH빌리지,APT,아파트,201709,1,16,297,33.02,36.32,33.02,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,매봉역3호선,966,14,"서울구룡초등학교, 서울포이초등학교, 서울매헌초등학교","국립국악중학교, 언남중학교, 대치중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
127927,COMPLEX,37.47713,127.045622,그루(주상복합),APT,아파트,201908,1,20,359,16.12,39.97,39.97,0,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,양재시민의숲역신분당선,1001,14,"서울포이초등학교, 서울구룡초등학교, 서울매헌초등학교","언남중학교, 국립국악중학교, 대치중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
8967,COMPLEX,37.484319,127.060077,개포현대5차,APT,아파트,199402,1,18,167,148.38,148.38,148,0,0,0,0,1,FALSE,0,2,0,0,0,2,TRUE,FALSE,0,0,0,260000,260000,0,0,0,0,매매,구룡역수인분당선,305,4,"서울개일초등학교, 서울개원초등학교, 서울개현초등학교","구룡중학교, 개포중학교, 대청중학교","개포고등학교, 수도전기공업고등학교, 경기여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
102378,COMPLEX,37.479518,127.04908,우찬현대(102),APT,아파트,200606,1,10,239,152.26,152.26,152,0,0,0,0,1,FALSE,0,0,0,1,0,1,TRUE,FALSE,0,0,0,0,0,0,0,60,60,월세,매봉역3호선,851,12,"서울구룡초등학교, 서울포이초등학교, 서울개원초등학교","국립국악중학교, 대치중학교, 언남중학교","국립국악고등학교, 언남고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
104597,COMPLEX,37.483014,127.062559,렉스힐,OPST,오피스텔,201111,1,8,358,45.22,57.13,45,0,0,0,0,1,FALSE,0,2,0,0,0,2,TRUE,FALSE,0,0,0,35000,40000,0,0,0,0,매매,구룡역수인분당선,521,7,"서울개현초등학교, 서울개원초등학교, 서울개일초등학교","개포중학교, 구룡중학교, 대청중학교","수도전기공업고등학교, 개포고등학교, 경기여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
15133,COMPLEX,37.487835,127.045672,도곡현대힐스테이트,APT,아파트,199607,4,57,220,160.05,190.97,160,0,0,0,0,2,FALSE,0,5,4,0,0,9,TRUE,FALSE,0,0,0,280000,350000,140000,140000,0,0,"매매, 전세",매봉역3호선,135,2,"서울언주초등학교, 서울대도초등학교, 서울구룡초등학교","대치중학교, 도곡중학교, 숙명여자중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 은광여자고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
3311,COMPLEX,37.48783,127.04762,포스코트,APT,아파트,200201,1,64,295,247.26,256.17,256,0,0,0,0,1,FALSE,0,21,0,0,0,21,TRUE,FALSE,0,0,0,410000,450000,0,0,0,0,매매,매봉역3호선,127,1,"서울대도초등학교, 서울구룡초등학교, 서울개일초등학교","대치중학교, 숙명여자중학교, 도곡중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
21873,COMPLEX,37.489781,127.054626,타워팰리스2차,OPST,오피스텔,200302,1,148,923,136.43,261.02,136,0,0,0,0,3,FALSE,0,30,6,32,0,68,TRUE,FALSE,0,0,0,160000,240000,130000,180000,120,440,"매매, 전세, 월세",도곡역3호선,153,2,"서울대도초등학교, 서울개일초등학교, 서울대치초등학교","숙명여자중학교, 대청중학교, 구룡중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
294,COMPLEX,37.486029,127.047425,개포우성5차,APT,아파트,198610,4,180,179,98.96,98.96,98,0,0,0,0,1,FALSE,0,3,0,0,0,3,TRUE,FALSE,0,0,0,295000,300000,0,0,0,0,매매,매봉역3호선,119,1,"서울구룡초등학교, 서울대도초등학교, 서울개일초등학교","대치중학교, 숙명여자중학교, 도곡중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
271,COMPLEX,37.486173,127.046304,개포럭키,APT,아파트,198610,2,128,187,102.41,102.41,102,0,0,0,0,1,FALSE,0,2,0,0,0,2,TRUE,FALSE,0,0,0,330000,380000,0,0,0,0,매매,매봉역3호선,92,1,"서울구룡초등학교, 서울언주초등학교, 서울대도초등학교","대치중학교, 도곡중학교, 숙명여자중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
975,COMPLEX,37.487058,127.051121,우성캐릭터빌(주상복합),APT,아파트,199807,1,47,853,207.29,219.68,219,0,0,0,0,2,FALSE,0,23,0,1,0,24,TRUE,FALSE,0,0,0,260000,330000,0,0,200,200,"매매, 월세",매봉역3호선,389,5,"서울개일초등학교, 서울구룡초등학교, 서울대도초등학교","대치중학교, 숙명여자중학교, 구룡중학교","숙명여자고등학교, 중앙대학교사범대학부속고등학교, 개포고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
373,COMPLEX,37.486489,127.051965,우성캐릭터199(주상복합),APT,아파트,199811,2,199,620,162.08,201.13,201,0,0,0,0,3,FALSE,0,4,13,11,0,28,TRUE,FALSE,0,0,0,320000,330000,150000,160000,160,480,"매매, 전세, 월세",매봉역3호선,466,6,"서울개일초등학교, 서울구룡초등학교, 서울대도초등학교","구룡중학교, 대치중학교, 숙명여자중학교","숙명여자고등학교, 개포고등학교, 중앙대학교사범대학부속고등학교",강남구,개포동,아파트/오피스텔,2025.10.8 1:11
